plotID,plot,size,structure,species,n,k
21MY,21MY-15-04,400,Pohon,Ki sampang,1,100
21MY,21MY-15-04,400,Pohon,Laban,1,100
21MY,21MY-15-04,400,Pohon,Cangcaratan,1,90
21MY,21MY-15-05,4,TB-semai,Ki segel,1,0
21MY,21MY-15-05,4,TB-semai,Sulangkar,2,0
21MY,21MY-15-05,4,TB-semai,Peuris,1,0
21MY,21MY-15-05,4,TB-semai,Bingbin,2,0
21MY,21MY-15-05,4,TB-semai,Bangban,4,0
21MY,21MY-15-05,4,TB-semai,Kuku heulang,2,0
21MY,21MY-15-05,4,TB-semai,areuy asahan,4,0
21MY,21MY-15-05,25,Pancang,Bungur,2,0
21MY,21MY-15-05,25,Pancang,Jengkol,1,0
21MY,21MY-15-05,25,Pancang,Jaura,1,0
21MY,21MY-15-05,25,Pancang,Huru,1,0
21MY,21MY-15-05,100,Tiang,Ki sampang,1,33
21MY,21MY-15-05,100,Tiang,Ki sampang,1,35
21MY,21MY-15-05,100,Tiang,Jirak,1,45
21MY,21MY-15-05,100,Tiang,Jirak,1,35
21MY,21MY-15-05,400,Pohon,Laban,1,150
21MY,21MY-15-05,400,Pohon,Ki sampang,1,150
21MY,21MY-15-05,400,Pohon,Ki sampang,1,200
21MY,21MY-15-05,400,Pohon,Ki sampang,1,300
21MY,21MY-15-05,400,Pohon,Laban,1,250
21MY,21MY-17-01,4,TB-semai,Songgom,2,0
21MY,21MY-17-01,4,TB-semai,Ki endog,1,0
21MY,21MY-17-01,4,TB-semai,Jampang beureum,10,0
21MY,21MY-17-01,4,TB-semai,Laja goah,4,0
21MY,21MY-17-01,4,TB-semai,Sintrong,5,0
21MY,21MY-17-01,25,Pancang,Cengkeh,2,0
21MY,21MY-17-01,25,Pancang,Gompong,1,0
21MY,21MY-17-01,25,Pancang,Songgom,2,0
21MY,21MY-17-01,100,Tiang,Pete,1,30
21MY,21MY-17-01,100,Tiang,Jengkol,1,40
21MY,21MY-17-01,100,Tiang,Laban,1,35
21MY,21MY-17-01,100,Tiang,Laban,1,30
21MY,21MY-17-01,400,Pohon,Laban,1,80
21MY,21MY-17-01,400,Pohon,Ceuri,1,100
21MY,21MY-17-01,400,Pohon,Jengkol,1,110
21MY,21MY-17-01,400,Pohon,Cangcaratan,1,150
21MY,21MY-17-01,400,Pohon,Cangcaratan,1,150
21MY,21MY-17-02,4,TB-semai,Gompong,2,0
21MY,21MY-17-02,4,TB-semai,Daruak,4,0
21MY,21MY-17-02,4,TB-semai,Kokopian,1,0
21MY,21MY-17-02,4,TB-semai,Bangban,4,0
21MY,21MY-17-02,4,TB-semai,Papakuan,10,0
21MY,21MY-17-02,25,Pancang,Gompong,3,0
21MY,21MY-17-02,25,Pancang,Heucit,1,0
21MY,21MY-17-02,25,Pancang,Jengkol,2,0
21MY,21MY-17-02,100,Tiang,Heucit,1,30
21MY,21MY-17-02,100,Tiang,Heucit,1,42
21MY,21MY-17-02,100,Tiang,Peuris,1,38
21MY,21MY-17-02,100,Tiang,Jengkol,1,48
21MY,21MY-17-02,100,Tiang,Cengkeh,1,36
21MY,21MY-17-02,100,Tiang,Cengkeh,1,40
21MY,21MY-17-02,400,Pohon,Cangcaratan,1,200
21MY,21MY-17-02,400,Pohon,Huru,1,250
21MY,21MY-17-02,400,Pohon,Lame,1,300
21MY,21MY-17-02,400,Pohon,Lame,1,250
21MY,21MY-17-03,4,TB-semai,Gompong,1,0
21MY,21MY-17-03,4,TB-semai,Jaura,1,0
21MY,21MY-17-03,4,TB-semai,Ki jahe,2,0
21MY,21MY-17-03,4,TB-semai,Ceuri,1,0
21MY,21MY-17-03,4,TB-semai,Rotan,1,0
21MY,21MY-17-03,4,TB-semai,Papakuan,15,0
21MY,21MY-17-03,25,Pancang,Gompong,3,0
21MY,21MY-17-03,25,Pancang,Heucit,1,0
21MY,21MY-17-03,25,Pancang,Cengkeh,2,0
21MY,21MY-17-03,25,Pancang,Laban,1,0
21MY,21MY-17-03,100,Tiang,Laban,1,34
21MY,21MY-17-03,100,Tiang,Hareumeung,1,35
21MY,21MY-17-03,100,Tiang,Hareumeung,1,30
21MY,21MY-17-03,100,Tiang,Teureup,1,42
21MY,21MY-17-03,100,Tiang,Ki segel,1,30
21MY,21MY-17-03,400,Pohon,Teureup,1,150
21MY,21MY-17-03,400,Pohon,Ki hiang,1,250
21MY,21MY-17-03,400,Pohon,Padali,1,250
21MY,21MY-17-04,4,TB-semai,Sulangkar,3,0
21MY,21MY-17-04,4,TB-semai,Gompong,1,0
21MY,21MY-17-04,4,TB-semai,Jirak,1,0
21MY,21MY-17-04,4,TB-semai,Pacing,5,0
21MY,21MY-17-04,4,TB-semai,Bingbin,3,0
21MY,21MY-17-04,4,TB-semai,Bangban,4,0
21MY,21MY-17-04,25,Pancang,Ki sampang,2,0
21MY,21MY-17-04,25,Pancang,Gompong,4,0
21MY,21MY-17-04,25,Pancang,Beungeur,1,0
21MY,21MY-17-04,25,Pancang,Cengkeh,1,0
21MY,21MY-17-04,100,Tiang,Peuris,1,35
21MY,21MY-17-04,100,Tiang,Jengkol,1,20
21MY,21MY-17-04,400,Pohon,Lame,1,200
21MY,21MY-17-04,400,Pohon,Padali,1,100
21MY,21MY-17-04,400,Pohon,Cangcaratan,1,120
21MY,21MY-17-05,4,TB-semai,Sulangkar,3,0
21MY,21MY-17-05,4,TB-semai,Padali,1,0
21MY,21MY-17-05,4,TB-semai,Jampang beureum,4,0
21MY,21MY-17-05,4,TB-semai,Kapituher,5,0
21MY,21MY-17-05,25,Pancang,Tangkil,2,0
21MY,21MY-17-05,25,Pancang,Jengkol,2,0
21MY,21MY-17-05,25,Pancang,Cengkeh,2,0
21MY,21MY-17-05,25,Pancang,Gompong,1,0
21MY,21MY-17-05,25,Pancang,Cangcaratan,1,0
21MY,21MY-17-05,100,Tiang,Cangcaratan,1,30
21MY,21MY-17-05,100,Tiang,Huru,1,35
21MY,21MY-17-05,100,Tiang,Ceuri,1,30
21MY,21MY-17-05,100,Tiang,Laban,1,35
21MY,21MY-17-05,100,Tiang,Peuris,1,40
21MY,21MY-17-05,400,Pohon,Lame,1,300
21MY,21MY-17-05,400,Pohon,Huru,1,110
21MY,21MY-17-05,400,Pohon,Laban,1,150
21MY,21MY-17-05,400,Pohon,Laban,1,110
28SW,28SW-16-01,4,TB-semai,Sulangkar,1,0
28SW,28SW-16-01,4,TB-semai,Gompong,1,0
28SW,28SW-16-01,4,TB-semai,Jengkol,2,0
28SW,28SW-16-01,4,TB-semai,Peuris,3,0
28SW,28SW-16-01,4,TB-semai,Kaman,2,0
28SW,28SW-16-01,4,TB-semai,Rotan,2,0
28SW,28SW-16-01,4,TB-semai,Parasi,1,0
28SW,28SW-16-01,25,Pancang,Lame,1,0
28SW,28SW-16-01,25,Pancang,Jengkol,2,0
28SW,28SW-16-01,25,Pancang,Areuy kuhkuran,1,0
28SW,28SW-16-01,25,Pancang,Cengkeh,1,0
28SW,28SW-16-01,100,Tiang,Lame,1,30
28SW,28SW-16-01,100,Tiang,Beungeur,1,35
28SW,28SW-16-01,100,Tiang,Laban,1,40
28SW,28SW-16-01,100,Tiang,Jengkol,1,35
28SW,28SW-16-01,100,Tiang,Jengkol,1,40
28SW,28SW-16-01,100,Tiang,Lame,1,45
28SW,28SW-16-01,400,Pohon,Lame,1,300
28SW,28SW-16-01,400,Pohon,Lame,1,250
28SW,28SW-16-01,400,Pohon,Teureup,1,80
28SW,28SW-16-01,400,Pohon,Padali,1,150
28SW,28SW-16-02,4,TB-semai,Kondang,1,0
28SW,28SW-16-02,4,TB-semai,Mara,1,0
28SW,28SW-16-02,4,TB-semai,Daruak,2,0
28SW,28SW-16-02,4,TB-semai,Sulangkar,3,0
28SW,28SW-16-02,4,TB-semai,Parasi,1,0
28SW,28SW-16-02,4,TB-semai,Laja goah,5,0
28SW,28SW-16-02,4,TB-semai,Sintrong,5,0
28SW,28SW-16-02,25,Pancang,Jengkol,2,0
28SW,28SW-16-02,25,Pancang,Cengkeh,3,0
28SW,28SW-16-02,25,Pancang,Lame,1,0
28SW,28SW-16-02,100,Tiang,Jengkol,1,35
28SW,28SW-16-02,100,Tiang,Ceuri,1,30
28SW,28SW-16-02,100,Tiang,Lame,1,40
28SW,28SW-16-02,100,Tiang,Daruak,1,35
28SW,28SW-16-02,100,Tiang,Laban,1,30
28SW,28SW-16-02,400,Pohon,Lame,1,300
28SW,28SW-16-02,400,Pohon,Ki beureum,1,250
28SW,28SW-16-02,400,Pohon,Tangkil,1,100
28SW,28SW-16-02,400,Pohon,Laban,1,200
28SW,28SW-16-03,4,TB-semai,Kondang,1,0
28SW,28SW-16-03,4,TB-semai,Songgom,2,0
28SW,28SW-16-03,4,TB-semai,Ki jahe,1,0
28SW,28SW-16-03,4,TB-semai,Papakuan,2,0
28SW,28SW-16-03,4,TB-semai,Jampang beureum,10,0
28SW,28SW-16-03,25,Pancang,Cengkeh,5,0
28SW,28SW-16-03,25,Pancang,Ki jahe,5,0
28SW,28SW-16-03,100,Tiang,Cengkeh,1,30
28SW,28SW-16-03,100,Tiang,Cengkeh,1,35
28SW,28SW-16-03,100,Tiang,Cengkeh,1,40
28SW,28SW-16-03,100,Tiang,Cengkeh,1,45
28SW,28SW-16-03,100,Tiang,Cengkeh,1,50
28SW,28SW-16-03,400,Pohon,Laban,1,150
28SW,28SW-16-03,400,Pohon,Teureup,1,200
28SW,28SW-16-03,400,Pohon,Cangcaratan,1,150
28SW,28SW-16-04,4,TB-semai,Ki calung,1,0
28SW,28SW-16-04,4,TB-semai,Sulangkar,1,0
28SW,28SW-16-04,4,TB-semai,Dahu,1,0
28SW,28SW-16-04,4,TB-semai,salak,2,0
28SW,28SW-16-04,25,Pancang,Lampeni gunung,1,0
28SW,28SW-16-04,25,Pancang,Ki huut,1,0
28SW,28SW-16-04,25,Pancang,Ki kacang,1,0
28SW,28SW-16-04,400,Pohon,Padali,1,220
28SW,28SW-16-04,400,Pohon,Peundeuy,1,200
28SW,28SW-16-05,4,TB-semai,Sulangkar,4,0
28SW,28SW-16-05,4,TB-semai,Areuy asahan,4,0
28SW,28SW-16-05,4,TB-semai,Bangban,6,0
28SW,28SW-16-05,25,Pancang,Jengkol,4,0
28SW,28SW-16-05,25,Pancang,Ki endog,2,0
28SW,28SW-16-05,100,Tiang,Laban,1,40
28SW,28SW-16-05,100,Tiang,Jengkol,1,35
28SW,28SW-16-05,100,Tiang,Jengkol,1,40
28SW,28SW-16-05,400,Pohon,Lame,1,300
28SW,28SW-16-05,400,Pohon,Jeungjing,1,150
28SW,28SW-16-05,400,Pohon,Lame,1,200
28SW,28SW-16-05,400,Pohon,Padali,1,220
28SW,28SW-14-01,4,TB-semai,Sulangkar,2,0
28SW,28SW-14-01,4,TB-semai,Kondang,1,0
28SW,28SW-14-01,4,TB-semai,Kanyere,3,0
28SW,28SW-14-01,4,TB-semai,Ilat badak,10,0
28SW,28SW-14-01,4,TB-semai,Pacing,3,0
28SW,28SW-14-01,4,TB-semai,Tangkil,3,0
28SW,28SW-14-01,4,TB-semai,Jengkol,1,0
28SW,28SW-14-01,4,TB-semai,Ki sereh,1,0
28SW,28SW-14-01,4,TB-semai,Cengkeh,1,0
28SW,28SW-14-01,4,TB-semai,Jambe,1,0
28SW,28SW-14-01,4,TB-semai,Jambe,1,0
28SW,28SW-14-01,4,TB-semai,Tangkil,1,0
28SW,28SW-14-01,4,TB-semai,Jengkol,1,0
28SW,28SW-14-01,4,TB-semai,Kadu,1,0
28SW,28SW-14-01,4,TB-semai,Kacapi,1,0
28SW,28SW-14-01,4,TB-semai,Kacapi,1,0
28SW,28SW-14-02,4,TB-semai,Ki segel,3,0
28SW,28SW-14-02,4,TB-semai,Papakuan,8,0
28SW,28SW-14-02,4,TB-semai,Tepus,3,0
28SW,28SW-14-02,25,Pancang,Tangkil,2,0
28SW,28SW-14-02,25,Pancang,Jengkol,1,0
28SW,28SW-14-02,25,Pancang,Laban,1,0
28SW,28SW-14-02,100,Tiang,Kacapi,1,35
28SW,28SW-14-02,100,Tiang,Jengkol,1,30
28SW,28SW-14-02,100,Tiang,Jengkol,1,50
28SW,28SW-14-02,100,Tiang,Laban,1,35
28SW,28SW-14-02,400,Pohon,Tundun sayong,1,100
28SW,28SW-14-02,400,Pohon,Cengkeh,1,80
28SW,28SW-14-02,400,Pohon,Bungur,1,100
28SW,28SW-14-03,4,TB-semai,Kacapi,4,0
28SW,28SW-14-03,4,TB-semai,Sulangkar,3,0
28SW,28SW-14-03,4,TB-semai,Padali,1,0
28SW,28SW-14-03,4,TB-semai,Papakuan,3,0
28SW,28SW-14-03,4,TB-semai,Harendong,1,0
28SW,28SW-14-03,4,TB-semai,Parasi,1,0
28SW,28SW-14-03,4,TB-semai,Ki barela,2,0
28SW,28SW-14-03,4,TB-semai,Kapol,8,0
28SW,28SW-14-03,25,Pancang,Cengkeh,1,0
28SW,28SW-14-03,25,Pancang,Jengkol,1,0
28SW,28SW-14-03,25,Pancang,Lame,1,0
28SW,28SW-14-03,25,Pancang,Kacapi,2,0
28SW,28SW-14-03,100,Tiang,Bungur,1,30
28SW,28SW-14-03,100,Tiang,Tangkil,1,35
28SW,28SW-14-03,100,Tiang,Cengkeh,1,35
28SW,28SW-14-03,400,Pohon,Kadu,1,150
28SW,28SW-14-03,400,Pohon,Lame,1,300
28SW,28SW-14-04,4,TB-semai,Kanyere,1,0
28SW,28SW-14-04,4,TB-semai,Kopi,6,0
28SW,28SW-14-04,4,TB-semai,Ceuri,1,0
28SW,28SW-14-04,4,TB-semai,Reungdeu ,20,0
28SW,28SW-14-04,25,Pancang,Kopi,4,0
28SW,28SW-14-04,25,Pancang,Jengkol,1,0
28SW,28SW-14-04,25,Pancang,Jeruk,1,0
28SW,28SW-14-04,100,Tiang,Laban,1,35
28SW,28SW-14-04,100,Tiang,Tangkil,1,30
28SW,28SW-14-04,100,Tiang,Kokosan,1,40
28SW,28SW-14-04,400,Pohon,Laban,1,200
28SW,28SW-14-04,400,Pohon,Teureup,1,250
28SW,28SW-14-05,4,TB-semai,Harendong,5,0
28SW,28SW-14-05,4,TB-semai,Kapol,20,0
28SW,28SW-14-05,4,TB-semai,Patat,5,0
28SW,28SW-14-05,4,TB-semai,Kopi,3,0
28SW,28SW-14-05,4,TB-semai,Peuris,4,0
28SW,28SW-14-05,4,TB-semai,Sulangkar,1,0
28SW,28SW-14-05,25,Pancang,Kopi,2,0
28SW,28SW-14-05,25,Pancang,Laban,1,0
28SW,28SW-14-05,25,Pancang,Laban,1,0
28SW,28SW-14-05,25,Pancang,Cengkeh,2,0
28SW,28SW-14-05,100,Tiang,Jengkol,1,35
28SW,28SW-14-05,100,Tiang,Jengkol,1,30
28SW,28SW-14-05,100,Tiang,Kepuh,1,30
28SW,28SW-14-05,100,Tiang,Lame,1,33
28SW,28SW-14-05,100,Tiang,Lame,1,40
28SW,28SW-14-05,400,Pohon,Lame,1,300
28SW,28SW-14-05,400,Pohon,Ki hiang,1,100
28SW,28SW-14-05,400,Pohon,Salam,1,400
21MY,21MY-37-01,4,TB-semai,Hanam,5,0
21MY,21MY-37-01,4,TB-semai,Papakuan,6,0
21MY,21MY-37-01,4,TB-semai,Bingbin,3,0
21MY,21MY-37-01,4,TB-semai,Rotan,5,0
21MY,21MY-37-01,4,TB-semai,Kasongket,3,0
21MY,21MY-37-01,4,TB-semai,Cariang,3,0
21MY,21MY-37-01,4,TB-semai,Hata,1,0
21MY,21MY-37-01,4,TB-semai,Kaman,2,0
21MY,21MY-37-01,4,TB-semai,Jirak,3,0
21MY,21MY-37-01,25,Pancang,Salak,1,0
21MY,21MY-37-01,25,Pancang,Lampeni ,2,0
21MY,21MY-37-01,25,Pancang,Rotan,6,0
21MY,21MY-37-01,25,Pancang,Kaman,4,0
21MY,21MY-37-01,25,Pancang,Jirak,3,0
21MY,21MY-37-01,25,Pancang,Areuy bungburutu,1,0
21MY,21MY-37-01,25,Pancang,Katulampa,2,0
21MY,21MY-37-01,25,Pancang,Kanyere,3,0
21MY,21MY-37-01,25,Pancang,Saryawan,1,0
21MY,21MY-37-01,25,Pancang,Gompong,2,0
21MY,21MY-37-01,25,Pancang,Huni,2,0
21MY,21MY-37-01,100,Tiang,Ki huut,1,50
21MY,21MY-37-01,100,Tiang,Hareumeung,1,33
21MY,21MY-37-01,100,Tiang,Hareumeung,1,56
21MY,21MY-37-01,100,Tiang,Ki kunti,1,57
21MY,21MY-37-01,400,Pohon,Heas,1,72
21MY,21MY-37-01,400,Pohon,Taritih,1,65
21MY,21MY-37-01,400,Pohon,Ki teja,1,136
21MY,21MY-37-01,400,Pohon,Lame,1,76
21MY,21MY-37-01,400,Pohon,Lame,1,79
21MY,21MY-37-01,400,Pohon,Ki sampang,1,84
21MY,21MY-37-01,400,Pohon,Ki kunti,1,81
21MY,21MY-37-01,400,Pohon,Padali,1,98
21MY,21MY-37-01,400,Pohon,Hanjiat,1,86
21MY,21MY-37-02,4,TB-semai,Lame,3,0
21MY,21MY-37-02,4,TB-semai,Ki teja,2,0
21MY,21MY-37-02,4,TB-semai,Jirak,4,0
21MY,21MY-37-02,4,TB-semai,Bingbin,3,0
21MY,21MY-37-02,4,TB-semai,Pacing,3,0
21MY,21MY-37-02,25,Pancang,Sauheun,2,0
21MY,21MY-37-02,25,Pancang,Bingbin,6,0
21MY,21MY-37-02,25,Pancang,Buluh,3,0
21MY,21MY-37-02,25,Pancang,Tepus,11,0
21MY,21MY-37-02,25,Pancang,Ki beureum,2,0
21MY,21MY-37-02,25,Pancang,Ceuri,3,0
21MY,21MY-37-02,100,Tiang,Cangkudu,1,59
21MY,21MY-37-02,100,Tiang,Ki teja,1,56
21MY,21MY-37-02,100,Tiang,Ki beureum,1,39
21MY,21MY-37-02,100,Tiang,Ki sereh,1,60
21MY,21MY-37-02,100,Tiang,Cangcaratan,1,49
21MY,21MY-37-02,400,Pohon,Ki caang,1,91
21MY,21MY-37-02,400,Pohon,Ki sampang,1,81
21MY,21MY-37-02,400,Pohon,Ki sampang,1,65
21MY,21MY-37-02,400,Pohon,Ki beureum,1,110
21MY,21MY-37-02,400,Pohon,Padali,1,69
21MY,21MY-37-02,400,Pohon,Ki huut,1,90
21MY,21MY-37-02,400,Pohon,Jirak,1,81
21MY,21MY-37-02,400,Pohon,Kimenyan,1,86
21MY,21MY-37-03,4,TB-semai,Sulangkar,3,0
21MY,21MY-37-03,4,TB-semai,Papakuan,6,0
21MY,21MY-37-03,4,TB-semai,Jirak,4,0
21MY,21MY-37-03,4,TB-semai,Cariang,6,0
21MY,21MY-37-03,25,Pancang,Tepus,15,0
21MY,21MY-37-03,25,Pancang,Rotan,4,0
21MY,21MY-37-03,25,Pancang,Langkap,19,0
21MY,21MY-37-03,25,Pancang,Buluh,3,0
21MY,21MY-37-03,25,Pancang,Bingbin,6,0
21MY,21MY-37-03,25,Pancang,Ki nangsi,2,0
21MY,21MY-37-03,25,Pancang,Papakuan,5,0
21MY,21MY-37-03,100,Tiang,Burung dahu,1,51
21MY,21MY-37-03,100,Tiang,Dahu,1,46
21MY,21MY-37-03,100,Tiang,Sigeung,1,60
21MY,21MY-37-03,100,Tiang,Cangcaratan,1,56
21MY,21MY-37-03,100,Tiang,Ki calung,1,51
21MY,21MY-37-03,100,Tiang,Jirak,1,53
21MY,21MY-37-03,100,Tiang,Sempur,1,57
21MY,21MY-37-03,100,Tiang,Tongtolok,1,45
21MY,21MY-37-03,400,Pohon,Jirak,1,76
21MY,21MY-37-03,400,Pohon,Ki sampang,1,96
21MY,21MY-37-03,400,Pohon,Teureup,1,73
21MY,21MY-37-03,400,Pohon,Hanjiat,1,86
21MY,21MY-37-03,400,Pohon,Putat,1,95
21MY,21MY-37-04,4,TB-semai,Langkap,1,0
21MY,21MY-37-04,4,TB-semai,Bingbin,1,0
21MY,21MY-37-04,4,TB-semai,Hanam,1,0
21MY,21MY-37-04,4,TB-semai,Singa depa,1,0
21MY,21MY-37-04,4,TB-semai,Ki endog,1,0
21MY,21MY-37-04,4,TB-semai,Cariang,1,0
21MY,21MY-37-04,4,TB-semai,Hantap,1,0
21MY,21MY-37-04,25,Pancang,Langkap,10,0
21MY,21MY-37-04,25,Pancang,Rotan,5,0
21MY,21MY-37-04,25,Pancang,Peuris,3,0
21MY,21MY-37-04,25,Pancang,Teureup,2,0
21MY,21MY-37-04,100,Tiang,Cangcaratan,1,36
21MY,21MY-37-04,100,Tiang,Ki pare,1,57
21MY,21MY-37-04,100,Tiang,laban,1,67
21MY,21MY-37-04,100,Tiang,Ki teja,1,60
21MY,21MY-37-04,400,Pohon,Ceuri,1,102
21MY,21MY-37-04,400,Pohon,Ceuri,1,76
21MY,21MY-37-04,400,Pohon,Bayur,1,83
21MY,21MY-37-04,400,Pohon,jirak,1,99
21MY,21MY-37-04,400,Pohon,Ki huut,1,116
21MY,21MY-37-04,400,Pohon,puspa,1,71
21MY,21MY-37-05,4,TB-semai,Harendong,6,0
21MY,21MY-37-05,4,TB-semai,Bingbin,4,0
21MY,21MY-37-05,4,TB-semai,Tepus,2,0
21MY,21MY-37-05,4,TB-semai,Tangkur gunung,2,0
21MY,21MY-37-05,4,TB-semai,Cariang,3,0
21MY,21MY-37-05,25,Pancang,Benying,2,0
21MY,21MY-37-05,25,Pancang,Papakuan,6,0
21MY,21MY-37-05,25,Pancang,Tepus,10,0
21MY,21MY-37-05,25,Pancang,Pacing,3,0
21MY,21MY-37-05,25,Pancang,Purut,1,0
21MY,21MY-37-05,25,Pancang,Putat,3,0
21MY,21MY-37-05,25,Pancang,Kacembang,2,0
21MY,21MY-37-05,25,Pancang,Katulampa,2,0
21MY,21MY-37-05,100,Tiang,Ki calung,1,50
21MY,21MY-37-05,100,Tiang,Ki calung,1,55
21MY,21MY-37-05,100,Tiang,Katulampa,1,41
21MY,21MY-37-05,100,Tiang,Cangkudu,1,45
21MY,21MY-37-05,100,Tiang,Jirak,1,32
21MY,21MY-37-05,400,Pohon,Padali,1,79
21MY,21MY-37-05,400,Pohon,Ki kacang,1,77
21MY,21MY-37-05,400,Pohon,Ki kacang,1,87
21MY,21MY-37-05,400,Pohon,Burahol,1,76
21MY,21MY-37-05,400,Pohon,Puspa,1,63
21MY,21MY-37-05,400,Pohon,Ki segel,1,92
28SW,28SW-30-01,4,TB-semai,Parasi,5,0
28SW,28SW-30-01,4,TB-semai,Cariang,9,0
28SW,28SW-30-01,4,TB-semai,Corokot,6,0
28SW,28SW-30-01,4,TB-semai,Ki barela,3,0
28SW,28SW-30-01,4,TB-semai,Rotan,7,0
28SW,28SW-30-01,4,TB-semai,Kaman,5,0
28SW,28SW-30-01,4,TB-semai,Papakuan,5,0
28SW,28SW-30-01,25,Pancang,Ki endog,6,0
28SW,28SW-30-01,25,Pancang,Ki beureum,16,0
28SW,28SW-30-01,25,Pancang,Cangkuang,2,0
28SW,28SW-30-01,25,Pancang,Bengang,4,0
28SW,28SW-30-01,25,Pancang,Bingbin,10,0
28SW,28SW-30-01,25,Pancang,Ki kacang,4,0
28SW,28SW-30-01,25,Pancang,Ki huut,3,0
28SW,28SW-30-01,25,Pancang,Burahol,1,0
28SW,28SW-30-01,100,Tiang,Bengang,1,42
28SW,28SW-30-01,100,Tiang,Bengang,1,56
28SW,28SW-30-01,400,Pohon,Ki sampang,1,38
28SW,28SW-30-01,400,Pohon,Heas,1,86
28SW,28SW-30-01,400,Pohon,Ki mokla,1,110
28SW,28SW-30-01,400,Pohon,heucit,1,67
28SW,28SW-30-01,400,Pohon,Heas,1,110
28SW,28SW-30-01,400,Pohon,Padali,1,178
28SW,28SW-30-01,400,Pohon,Mara,1,82
28SW,28SW-30-01,400,Pohon,Ki sampang,1,107
28SW,28SW-30-01,400,Pohon,Lame,1,102
28SW,28SW-30-02,4,TB-semai,Rotan,5,0
28SW,28SW-30-02,4,TB-semai,Hanjuang,3,0
28SW,28SW-30-02,4,TB-semai,Harashas,3,0
28SW,28SW-30-02,4,TB-semai,Kaman,4,0
28SW,28SW-30-02,4,TB-semai,Bangban,2,0
28SW,28SW-30-02,25,Pancang,Huru medang,7,0
28SW,28SW-30-02,25,Pancang,Buluh,9,0
28SW,28SW-30-02,25,Pancang,Bengang,6,0
28SW,28SW-30-02,25,Pancang,Bingbin,2,0
28SW,28SW-30-02,25,Pancang,Ipis kulit,5,0
28SW,28SW-30-02,25,Pancang,Ceuri,4,0
28SW,28SW-30-02,25,Pancang,Ki beureum,7,0
28SW,28SW-30-02,25,Pancang,salak,1,0
28SW,28SW-30-02,25,Pancang,Kopo,3,0
28SW,28SW-30-02,25,Pancang,Leungsir,2,0
28SW,28SW-30-02,25,Pancang,Mangga,1,0
28SW,28SW-30-02,25,Pancang,Tuak kalapa,2,0
28SW,28SW-30-02,25,Pancang,Hantap,3,0
28SW,28SW-30-02,100,Tiang,Ki beureum,1,54
28SW,28SW-30-02,100,Tiang,Ki beureum,1,49
28SW,28SW-30-02,100,Tiang,Heas,1,37
28SW,28SW-30-02,100,Tiang,Bengang,1,39
28SW,28SW-30-02,100,Tiang,Ki kunti,1,35
28SW,28SW-30-02,400,Pohon,Kuhkuran,1,116
28SW,28SW-30-02,400,Pohon,Ki kacang,1,80
28SW,28SW-30-02,400,Pohon,Kuhkuran,1,108
28SW,28SW-30-02,400,Pohon,Ki sampang,1,109
28SW,28SW-30-02,400,Pohon,Kuhkuran,1,88
28SW,28SW-30-02,400,Pohon,Heas,1,78
28SW,28SW-30-03,4,TB-semai,Rotan,6,0
28SW,28SW-30-03,4,TB-semai,Cariang,3,0
28SW,28SW-30-03,4,TB-semai,Gadel,2,0
28SW,28SW-30-03,4,TB-semai,Kaman,9,0
28SW,28SW-30-03,4,TB-semai,Papakuan,5,0
28SW,28SW-30-03,4,TB-semai,Harashas,4,0
28SW,28SW-30-03,4,TB-semai,Ki huut,4,0
28SW,28SW-30-03,25,Pancang,Kalabahe,3,0
28SW,28SW-30-03,25,Pancang,Bengang,7,0
28SW,28SW-30-03,25,Pancang,Bingbin,6,0
28SW,28SW-30-03,25,Pancang,Ki tulang,4,0
28SW,28SW-30-03,25,Pancang,Ki beureum,2,0
28SW,28SW-30-03,25,Pancang,Lampeni ,3,0
28SW,28SW-30-03,25,Pancang,Huni,5,0
28SW,28SW-30-03,25,Pancang,jirak,4,0
28SW,28SW-30-03,25,Pancang,Rotan,12,0
28SW,28SW-30-03,25,Pancang,Ceuri,4,0
28SW,28SW-30-03,25,Pancang,Heas,1,0
28SW,28SW-30-03,25,Pancang,Katulampa,4,0
28SW,28SW-30-03,25,Pancang,Ki segel,7,0
28SW,28SW-30-03,100,Tiang,Bengang,1,40
28SW,28SW-30-03,100,Tiang,Ki calung,1,57
28SW,28SW-30-03,100,Tiang,Ganitri,1,37
28SW,28SW-30-03,400,Pohon,Padali,1,83
28SW,28SW-30-03,400,Pohon,Ki segel,1,111
28SW,28SW-30-03,400,Pohon,Ki merak,1,67
28SW,28SW-30-03,400,Pohon,heucit,1,69
28SW,28SW-30-03,400,Pohon,Huru medang,1,89
28SW,28SW-30-03,400,Pohon,Ki segel,1,128
28SW,28SW-30-04,4,TB-semai,Parasi,2,0
28SW,28SW-30-04,4,TB-semai,Ki barela,3,0
28SW,28SW-30-04,4,TB-semai,Papakuan,2,0
28SW,28SW-30-04,4,TB-semai,Rotan,5,0
28SW,28SW-30-04,4,TB-semai,Hantap,3,0
28SW,28SW-30-04,25,Pancang,Kaman,6,0
28SW,28SW-30-04,25,Pancang,Ki calung,3,0
28SW,28SW-30-04,25,Pancang,Hantap heulang,2,0
28SW,28SW-30-04,25,Pancang,Ki beureum,5,0
28SW,28SW-30-04,25,Pancang,Bengang,6,0
28SW,28SW-30-04,25,Pancang,Canar,3,0
